,Song,Artist,Tempo,Valence,Loudness,Energy,Key,Rank
332,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,93.023,0.434,-5.239,0.662,9,39
333,Look Back At It,A Boogie Wit da Hoodie,96.057,0.536,-5.075,0.587,3,40
334,Envy Me,Calboy,149.042,0.584,-7.664,0.488,1,41
335,Beautiful Crazy,Luke Combs,103.313,0.382,-7.431,0.402,11,42
336,Sixteen,Thomas Rhett,107.013,0.425,-7.031,0.531,1,43
337,Be Alright,Dean Lewis,126.684,0.443,-6.319,0.586,11,44
338,Backin' It Up,Pardison Fontaine Featuring Cardi B,164.932,0.565,-4.853,0.68,10,45
339,Girl Like You,Jason Aldean,144.057,0.483,-4.204,0.88,3,46
340,Burning Man,Dierks Bentley Featuring Brothers Osborne,119.073,0.492,-7.221,0.807,5,47
341,Best Shot,Jimmie Allen,156.051,0.523,-8.72,0.464,4,48
342,Uproar,Lil Wayne,99.075,0.884,-2.188,0.87,1,49
343,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,114.066,0.244,-5.844,0.794,7,50
344,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,105.049,0.449,-7.906,0.571,1,51
345,This Is It,Scotty McCreery,156.042,0.602,-6.788,0.511,8,52
346,Good Girl,Dustin Lynch,80.512,0.694,-5.05,0.696,7,53
347,Twerk,City Girls Featuring Cardi B,190.077,0.481,-4.006,0.842,4,54
348,Calling My Spirit,Kodak Black,119.985,0.74,-9.954,0.366,1,55
349,Undecided,Chris Brown,96.37,0.589,-5.318,0.527,3,56
350,Saturday Nights,Khalid & Kane Brown,167.923,0.341,-8.559,0.44,10,57
351,Armed And Dangerous,Juice WRLD,130.032,0.845,-6.702,0.67,10,58
352,Crushed Up,Future,158.043,0.544,-6.794,0.597,10,59
353,Consequences,Camila Cabello,84.339,0.43,-6.792,0.292,0,60
354,You,Jacquees,115.002,0.335,-8.264,0.453,8,61
355,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,104.969,0.288,-5.45,0.723,9,62
356,No Stylist,French Montana Featuring Drake,147.055,0.498,-4.589,0.704,5,63
357,Lovely,Billie Eilish & Khalid,115.284,0.12,-10.109,0.296,4,64
358,Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,191.971,0.506,-4.653,0.622,6,65
359,Ella Quiere Beber,Anuel AA & Romeo Santos,95.239,0.697,-3.083,0.665,8,66
360,Pure Cocaine,Lil Baby,127.05,0.107,-6.071,0.487,10,67
361,Electricity,Silk City x Dua Lipa,118.159,0.505,-6.439,0.67,0,68
362,Nights Like This,Kehlani Featuring Ty Dolla $ign,146.163,0.291,-5.131,0.725,8,69
363,Yosemite,Travis Scott,128.047,0.144,-6.571,0.554,0,70
364,Millionaire,Chris Stapleton,142.689,0.493,-9.608,0.474,10,71
365,Talk To Me,Tory Lanez & Rich The Kid,159.949,0.451,-7.883,0.66,0,72
366,What Makes You Country,Luke Bryan,159.983,0.752,-1.721,0.948,0,73
367,When The Party's Over,Billie Eilish,82.642,0.198,-14.084,0.111,4,74
368,Thotiana,Blueface,104.025,0.391,-12.89,0.382,10,75
369,Take It From Me,Jordan Davis,99.983,0.674,-3.144,0.891,10,76
370,Ruin My Life,Zara Larsson,124.896,0.585,-5.265,0.699,11,77
371,Down To The Honkytonk,Jake Owen,82.021,0.937,-4.12,0.808,3,78
372,Let Me Down Slowly,Alec Benjamin + Alessia Cara,150.073,0.483,-5.714,0.557,1,79
373,Jumpin On A Jet,Future,140.039,0.157,-6.346,0.595,11,80
374,Love Someone,Lukas Graham,172.065,0.274,-6.557,0.415,9,81
375,Body,Loud Luxury Featuring Brando,121.958,0.582,-4.399,0.764,1,82
376,Fine China,Future & Juice WRLD,166.111,0.551,-7.358,0.542,7,83
377,Nuketown,Ski Mask The Slump God Featuring Juice WRLD,149.962,0.632,-9.32,0.617,10,84
378,BAD!,XXXTENTACION,129.875,0.746,-5.153,0.526,8,85
379,Love Wins,Carrie Underwood,135.115,0.325,-4.697,0.865,7,86
380,Roses,benny blanco & Juice WRLD Featuring Brendon Urie,147.018,0.525,-7.089,0.601,8,87
381,Space Cadet,Metro Boomin Featuring Gunna,109.004,0.638,-9.789,0.464,5,88
382,Butterfly Doors,Lil Pump,130.008,0.429,-11.265,0.397,5,89
383,Valuable Pain,YoungBoy Never Broke Again,169.685,0.513,-5.702,0.811,5,90
384,Blue Tacoma,Russell Dickerson,160.139,0.728,-4.879,0.897,9,91
385,Close Friends,Lil Baby,158.896,0.698,-4.669,0.578,10,92
386,Good Form,Nicki Minaj Featuring Lil Wayne,96.507,0.284,-5.133,0.775,7,94
387,Here Tonight,Brett Young,96.002,0.448,-5.271,0.776,11,95
388,idontwannabeyouanymore,Billie Eilish,170.163,0.247,-8.461,0.412,7,96
389,Ocean Eyes,Billie Eilish,144.892,0.169,-7.65,0.363,4,97
390,Burn Out,Midland,99.976,0.801,-5.61,0.724,7,98
391,Splashin,Rich The Kid,100.017,0.379,-8.099,0.382,10,99
392,Make It Sweet,Old Dominion,180.166,0.555,-4.453,0.837,7,100
393,7 Rings,Ariana Grande,140.048,0.327,-10.732,0.317,1,1
394,Without Me,Halsey,136.041,0.533,-7.05,0.488,6,2
395,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,89.911,0.913,-5.574,0.479,2,3
396,"Thank U, Next",Ariana Grande,106.966,0.412,-5.634,0.653,1,4
397,Sicko Mode,Travis Scott,155.008,0.446,-3.714,0.73,8,5
398,High Hopes,Panic! At The Disco,82.014,0.681,-2.729,0.904,5,6
399,Happier,Marshmello & Bastille,100.015,0.671,-2.749,0.792,5,7
400,Wow.,Post Malone,99.96,0.388,-7.359,0.539,11,8
401,Girls Like You,Maroon 5 Featuring Cardi B,124.959,0.448,-6.825,0.541,0,9
402,Drip Too Hard,Lil Baby & Gunna,112.511,0.389,-6.903,0.662,1,10
403,Eastside,"benny blanco, Halsey & Khalid",89.391,0.319,-7.648,0.68,6,11
404,ZEZE,Kodak Black Featuring Travis Scott & Offset,98.043,0.504,-5.788,0.603,8,12
405,Money,Cardi B,130.003,0.219,-6.508,0.59,8,13
406,Going Bad,Meek Mill Featuring Drake,86.003,0.544,-6.365,0.496,4,14
407,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,143.01,0.367,-5.144,0.578,4,15
408,Mo Bamba,Sheck Wes,146.034,0.261,-5.266,0.625,4,16
409,Youngblood,5 Seconds Of Summer,120.274,0.152,-5.114,0.854,7,17
410,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",95.881,0.617,-4.167,0.801,8,18
411,MIA,Bad Bunny Featuring Drake,97.062,0.158,-6.349,0.539,6,19
412,Better Now,Post Malone,145.038,0.341,-5.804,0.578,10,20
413,Leave Me Alone,Flipp Dinero,150.024,0.742,-2.806,0.743,7,21
414,Breathin,Ariana Grande,100.049,0.364,-5.413,0.656,8,22
415,Better,Khalid,97.949,0.112,-10.278,0.552,0,23
416,Shallow,Lady Gaga & Bradley Cooper,95.799,0.323,-6.362,0.385,7,24
417,Lucid Dreams,Juice WRLD,83.903,0.218,-7.23,0.566,6,25
418,Middle Child,J. Cole,123.984,0.463,-11.713,0.364,8,26
419,Beautiful,Bazzi Featuring Camila Cabello,100.027,0.249,-4.722,0.717,2,27
420,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,144.111,0.492,-5.029,0.758,1,28
421,Twerk,City Girls Featuring Cardi B,190.077,0.481,-4.006,0.842,4,29
422,Trip,Ella Mai,79.882,0.358,-5.628,0.61,11,30
423,Speechless,Dan + Shay,135.929,0.386,-5.968,0.438,1,31
424,Love Lies,Khalid & Normani,143.955,0.338,-5.626,0.648,6,32
425,Lost In The Fire,Gesaffelstein & The Weeknd,100.966,0.166,-12.21,0.671,2,33
426,A Lot,21 Savage,145.972,0.274,-7.643,0.636,1,34
427,Sweet But Psycho,Ava Max,133.002,0.628,-4.724,0.704,1,35
428,Baby Shark,Pinkfong,115.062,0.52,-3.651,0.84,7,36
429,I Like It,"Cardi B, Bad Bunny & J Balvin",136.048,0.65,-3.998,0.726,5,37
430,Keanu Reeves,Logic,170.13,0.799,-6.457,0.891,2,38
431,You Say,Lauren Daigle,147.892,0.0791,-6.89,0.632,5,39
432,Backin' It Up,Pardison Fontaine Featuring Cardi B,164.932,0.565,-4.853,0.68,10,40
433,Dancing With A Stranger,Sam Smith & Normani,102.998,0.347,-7.513,0.52,8,41
434,Beautiful Crazy,Luke Combs,103.313,0.382,-7.431,0.402,11,42
435,Crushed Up,Future,158.043,0.544,-6.794,0.597,10,43
436,Look Back At It,A Boogie Wit da Hoodie,96.057,0.536,-5.075,0.587,3,44
437,Envy Me,Calboy,149.042,0.584,-7.664,0.488,1,45
438,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,93.023,0.434,-5.239,0.662,9,46
439,First Off,Future Featuring Travis Scott,162.038,0.445,-6.105,0.683,1,47
440,Burning Man,Dierks Bentley Featuring Brothers Osborne,119.073,0.492,-7.221,0.807,5,48
441,Sixteen,Thomas Rhett,107.013,0.425,-7.031,0.531,1,49
442,Natural,Imagine Dragons,100.0,0.22,-6.112,0.611,2,50
443,Girl Like You,Jason Aldean,144.057,0.483,-4.204,0.88,3,51
444,Be Alright,Dean Lewis,126.684,0.443,-6.319,0.586,11,52
445,This Is It,Scotty McCreery,156.042,0.602,-6.788,0.511,8,53
446,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,114.066,0.244,-5.844,0.794,7,54
447,Undecided,Chris Brown,96.37,0.589,-5.318,0.527,3,55
448,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,105.049,0.449,-7.906,0.571,1,56
449,Jumpin On A Jet,Future,140.039,0.157,-6.346,0.595,11,57
450,Good Girl,Dustin Lynch,80.512,0.694,-5.05,0.696,7,58
451,Uproar,Lil Wayne,99.075,0.884,-2.188,0.87,1,59
452,Best Shot,Jimmie Allen,156.051,0.523,-8.72,0.464,4,60
453,Ella Quiere Beber,Anuel AA & Romeo Santos,95.239,0.697,-3.083,0.665,8,61
454,Calling My Spirit,Kodak Black,119.985,0.74,-9.954,0.366,1,62
455,Armed And Dangerous,Juice WRLD,130.032,0.845,-6.702,0.67,10,63
456,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,104.969,0.288,-5.45,0.723,9,64
457,Never Stop,Future,155.465,0.0762,-5.857,0.556,1,65
458,Thotiana,Blueface,104.025,0.391,-12.89,0.382,10,66
459,You,Jacquees,115.002,0.335,-8.264,0.453,8,67
460,Secreto,Anuel AA & Karol G,91.987,0.706,-4.156,0.803,11,68
461,No Stylist,French Montana Featuring Drake,147.055,0.498,-4.589,0.704,5,69
462,What Makes You Country,Luke Bryan,159.983,0.752,-1.721,0.948,0,70
463,Mixed Personalities,YNW Melly Featuring Kanye West,149.937,0.352,-9.104,0.44,2,71
464,Consequences,Camila Cabello,84.339,0.43,-6.792,0.292,0,72
465,Millionaire,Chris Stapleton,142.689,0.493,-9.608,0.474,10,73
466,Yosemite,Travis Scott,128.047,0.144,-6.571,0.554,0,74
467,Saturday Nights,Khalid & Kane Brown,167.923,0.341,-8.559,0.44,10,75
468,Temptation,Future,130.004,0.299,-6.744,0.55,4,76
469,Ruin My Life,Zara Larsson,124.896,0.585,-5.265,0.699,11,77
470,Take It From Me,Jordan Davis,99.983,0.674,-3.144,0.891,10,78
471,Rocket Ship,Future,133.941,0.128,-4.941,0.38,8,79
472,Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,191.971,0.506,-4.653,0.622,6,80
473,Pure Water,Mustard & Migos,202.015,0.137,-5.545,0.559,0,81
474,Lovely,Billie Eilish & Khalid,115.284,0.12,-10.109,0.296,4,82
475,F&N,Future,160.94,0.393,-4.766,0.628,1,83
476,Down To The Honkytonk,Jake Owen,82.021,0.937,-4.12,0.808,3,84
477,Body,Loud Luxury Featuring Brando,121.958,0.582,-4.399,0.764,1,85
478,Love Someone,Lukas Graham,172.065,0.274,-6.557,0.415,9,86
479,When The Party's Over,Billie Eilish,82.642,0.198,-14.084,0.111,4,87
480,Nights Like This,Kehlani Featuring Ty Dolla $ign,146.163,0.291,-5.131,0.725,8,88
481,Pure Cocaine,Lil Baby,127.05,0.107,-6.071,0.487,10,89
482,Electricity,Silk City x Dua Lipa,118.159,0.505,-6.439,0.67,0,90
483,On My Way To You,Cody Johnson,157.97,0.245,-5.477,0.538,1,91
484,Make It Sweet,Old Dominion,180.166,0.555,-4.453,0.837,7,92
485,Love Wins,Carrie Underwood,135.115,0.325,-4.697,0.865,7,93
486,Talk To Me,Tory Lanez & Rich The Kid,159.949,0.451,-7.883,0.66,0,94
487,Murder On My Mind,YNW Melly,115.007,0.74,-7.985,0.73,0,95
488,GIRL,Maren Morris,143.599,0.447,-3.95,0.793,6,96
489,Roses,benny blanco & Juice WRLD Featuring Brendon Urie,147.018,0.525,-7.089,0.601,8,97
490,Face My Fears,Hikaru Utada & Skrillex,159.965,0.44,-7.041,0.751,1,98
491,Imagine,Ariana Grande,62.52,0.371,-4.985,0.475,8,99
492,Call The Coroner,Future,134.55,0.879,-3.331,0.805,11,100
493,7 Rings,Ariana Grande,140.048,0.327,-10.732,0.317,1,1
494,Without Me,Halsey,136.041,0.533,-7.05,0.488,6,2
495,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,89.911,0.913,-5.574,0.479,2,3
496,Middle Child,J. Cole,123.984,0.463,-11.713,0.364,8,4
497,Sicko Mode,Travis Scott,155.008,0.446,-3.714,0.73,8,5
498,"Thank U, Next",Ariana Grande,106.966,0.412,-5.634,0.653,1,6
499,High Hopes,Panic! At The Disco,82.014,0.681,-2.729,0.904,5,7
500,Happier,Marshmello & Bastille,100.015,0.671,-2.749,0.792,5,8
501,Wow.,Post Malone,99.96,0.388,-7.359,0.539,11,9
502,Girls Like You,Maroon 5 Featuring Cardi B,124.959,0.448,-6.825,0.541,0,10
503,Eastside,"benny blanco, Halsey & Khalid",89.391,0.319,-7.648,0.68,6,11
504,Drip Too Hard,Lil Baby & Gunna,112.511,0.389,-6.903,0.662,1,12
505,Money,Cardi B,130.003,0.219,-6.508,0.59,8,13
506,ZEZE,Kodak Black Featuring Travis Scott & Offset,98.043,0.504,-5.788,0.603,8,14
507,Going Bad,Meek Mill Featuring Drake,86.003,0.544,-6.365,0.496,4,15
508,Shallow,Lady Gaga & Bradley Cooper,95.799,0.323,-6.362,0.385,7,16
509,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,143.01,0.367,-5.144,0.578,4,17
510,Mo Bamba,Sheck Wes,146.034,0.261,-5.266,0.625,4,18
511,Better Now,Post Malone,145.038,0.341,-5.804,0.578,10,19
512,Leave Me Alone,Flipp Dinero,150.024,0.742,-2.806,0.743,7,20
513,Youngblood,5 Seconds Of Summer,120.274,0.152,-5.114,0.854,7,21
514,MIA,Bad Bunny Featuring Drake,97.062,0.158,-6.349,0.539,6,22
515,Better,Khalid,97.949,0.112,-10.278,0.552,0,23
516,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",95.881,0.617,-4.167,0.801,8,24
517,Breathin,Ariana Grande,100.049,0.364,-5.413,0.656,8,25
518,A Lot,21 Savage,145.972,0.274,-7.643,0.636,1,26
519,Lucid Dreams,Juice WRLD,83.903,0.218,-7.23,0.566,6,27
520,Thotiana,Blueface,104.025,0.391,-12.89,0.382,10,28
521,Tequila,Dan + Shay,86.016,0.494,-5.731,0.581,11,29
522,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,144.111,0.492,-5.029,0.758,1,30
523,Dancing With A Stranger,Sam Smith & Normani,102.998,0.347,-7.513,0.52,8,31
524,Sweet But Psycho,Ava Max,133.002,0.628,-4.724,0.704,1,32
525,Beautiful,Bazzi Featuring Camila Cabello,100.027,0.249,-4.722,0.717,2,33
526,Speechless,Dan + Shay,135.929,0.386,-5.968,0.438,1,34
527,Trip,Ella Mai,79.882,0.358,-5.628,0.61,11,35
528,Baby Shark,Pinkfong,115.062,0.52,-3.651,0.84,7,36
529,Love Lies,Khalid & Normani,143.955,0.338,-5.626,0.648,6,37
530,Beautiful Crazy,Luke Combs,103.313,0.382,-7.431,0.402,11,38
531,You Say,Lauren Daigle,147.892,0.0791,-6.89,0.632,5,39
532,Look Back At It,A Boogie Wit da Hoodie,96.057,0.536,-5.075,0.587,3,40
533,I Like It,"Cardi B, Bad Bunny & J Balvin",136.048,0.65,-3.998,0.726,5,41
534,Lost In The Fire,Gesaffelstein & The Weeknd,100.966,0.166,-12.21,0.671,2,42
535,Envy Me,Calboy,149.042,0.584,-7.664,0.488,1,43
536,Be Alright,Dean Lewis,126.684,0.443,-6.319,0.586,11,44
537,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,93.023,0.434,-5.239,0.662,9,45
538,Twerk,City Girls Featuring Cardi B,190.077,0.481,-4.006,0.842,4,46
539,Backin' It Up,Pardison Fontaine Featuring Cardi B,164.932,0.565,-4.853,0.68,10,47
540,Girl Like You,Jason Aldean,144.057,0.483,-4.204,0.88,3,48
541,This Is It,Scotty McCreery,156.042,0.602,-6.788,0.511,8,49
542,Sixteen,Thomas Rhett,107.013,0.425,-7.031,0.531,1,50
543,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,114.066,0.244,-5.844,0.794,7,51
544,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,105.049,0.449,-7.906,0.571,1,52
545,Burning Man,Dierks Bentley Featuring Brothers Osborne,119.073,0.492,-7.221,0.807,5,53
546,Undecided,Chris Brown,96.37,0.589,-5.318,0.527,3,54
547,Best Shot,Jimmie Allen,156.051,0.523,-8.72,0.464,4,55
548,Pure Cocaine,Lil Baby,127.05,0.107,-6.071,0.487,10,56
549,First Off,Future Featuring Travis Scott,162.038,0.445,-6.105,0.683,1,57
550,Uproar,Lil Wayne,99.075,0.884,-2.188,0.87,1,58
551,Good Girl,Dustin Lynch,80.512,0.694,-5.05,0.696,7,59
552,Armed And Dangerous,Juice WRLD,130.032,0.845,-6.702,0.67,10,60
553,Saturday Nights,Khalid & Kane Brown,167.923,0.341,-8.559,0.44,10,61
554,Keanu Reeves,Logic,170.13,0.799,-6.457,0.891,2,62
555,You,Jacquees,115.002,0.335,-8.264,0.453,8,63
556,Calling My Spirit,Kodak Black,119.985,0.74,-9.954,0.366,1,64
557,Put A Date On It,Yo Gotti Featuring Lil Baby,129.93,0.579,-5.696,0.659,4,65
558,No Stylist,French Montana Featuring Drake,147.055,0.498,-4.589,0.704,5,66
559,Ella Quiere Beber,Anuel AA & Romeo Santos,95.239,0.697,-3.083,0.665,8,67
560,Take It From Me,Jordan Davis,99.983,0.674,-3.144,0.891,10,68
561,What Makes You Country,Luke Bryan,159.983,0.752,-1.721,0.948,0,69
562,Millionaire,Chris Stapleton,142.689,0.493,-9.608,0.474,10,70
563,Crushed Up,Future,158.043,0.544,-6.794,0.597,10,71
564,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,104.969,0.288,-5.45,0.723,9,72
565,Mixed Personalities,YNW Melly Featuring Kanye West,149.937,0.352,-9.104,0.44,2,73
566,Bury A Friend,Billie Eilish,120.046,0.196,-14.505,0.389,8,74
567,Yosemite,Travis Scott,128.047,0.144,-6.571,0.554,0,75
568,When The Party's Over,Billie Eilish,82.642,0.198,-14.084,0.111,4,76
569,Secreto,Anuel AA & Karol G,91.987,0.706,-4.156,0.803,11,77
570,Murder On My Mind,YNW Melly,115.007,0.74,-7.985,0.73,0,78
571,Ruin My Life,Zara Larsson,124.896,0.585,-5.265,0.699,11,79
572,Love Someone,Lukas Graham,172.065,0.274,-6.557,0.415,9,80
573,Lovely,Billie Eilish & Khalid,115.284,0.12,-10.109,0.296,4,81
574,Down To The Honkytonk,Jake Owen,82.021,0.937,-4.12,0.808,3,82
575,Nights Like This,Kehlani Featuring Ty Dolla $ign,146.163,0.291,-5.131,0.725,8,83
576,Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,191.971,0.506,-4.653,0.622,6,84
577,Roses,benny blanco & Juice WRLD Featuring Brendon Urie,147.018,0.525,-7.089,0.601,8,85
578,Body,Loud Luxury Featuring Brando,121.958,0.582,-4.399,0.764,1,87
579,Shot Clock,Ella Mai,95.11,0.434,-6.008,0.512,4,88
580,Sauce!,XXXTENTACION,135.034,0.405,-13.672,0.313,3,89
581,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,93.989,0.656,-2.652,0.86,8,90
582,Love Wins,Carrie Underwood,135.115,0.325,-4.697,0.865,7,91
583,Splashin,Rich The Kid,100.017,0.379,-8.099,0.382,10,92
584,Make It Sweet,Old Dominion,180.166,0.555,-4.453,0.837,7,93
585,Talk To Me,Tory Lanez & Rich The Kid,159.949,0.451,-7.883,0.66,0,94
586,Burn Out,Midland,99.976,0.801,-5.61,0.724,7,95
587,Here Tonight,Brett Young,96.002,0.448,-5.271,0.776,11,96
588,BAD!,XXXTENTACION,129.875,0.746,-5.153,0.526,8,97
589,Night Shift,Jon Pardi,95.999,0.73,-3.564,0.754,2,98
590,Blue Tacoma,Russell Dickerson,160.139,0.728,-4.879,0.897,9,99
591,Let Me Down Slowly,Alec Benjamin + Alessia Cara,150.073,0.483,-5.714,0.557,1,100
592,7 Rings,Ariana Grande,140.048,0.327,-10.732,0.317,1,1
593,Happier,Marshmello & Bastille,100.015,0.671,-2.749,0.792,5,2
594,Without Me,Halsey,136.041,0.533,-7.05,0.488,6,3
595,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,89.911,0.913,-5.574,0.479,2,4
596,Sicko Mode,Travis Scott,155.008,0.446,-3.714,0.73,8,5
597,High Hopes,Panic! At The Disco,82.014,0.681,-2.729,0.904,5,6
598,"Thank U, Next",Ariana Grande,106.966,0.412,-5.634,0.653,1,7
599,Middle Child,J. Cole,123.984,0.463,-11.713,0.364,8,8
600,Wow.,Post Malone,99.96,0.388,-7.359,0.539,11,9
601,Girls Like You,Maroon 5 Featuring Cardi B,124.959,0.448,-6.825,0.541,0,10
602,Eastside,"benny blanco, Halsey & Khalid",89.391,0.319,-7.648,0.68,6,11
603,A Lot,21 Savage,145.972,0.274,-7.643,0.636,1,12
604,Drip Too Hard,Lil Baby & Gunna,112.511,0.389,-6.903,0.662,1,13
605,Bury A Friend,Billie Eilish,120.046,0.196,-14.505,0.389,8,14
606,Going Bad,Meek Mill Featuring Drake,86.003,0.544,-6.365,0.496,4,15
607,Money,Cardi B,130.003,0.219,-6.508,0.59,8,16
608,ZEZE,Kodak Black Featuring Travis Scott & Offset,98.043,0.504,-5.788,0.603,8,17
609,Better,Khalid,97.949,0.112,-10.278,0.552,0,18
610,MIA,Bad Bunny Featuring Drake,97.062,0.158,-6.349,0.539,6,19
611,Thotiana,Blueface,104.025,0.391,-12.89,0.382,10,20
612,Better Now,Post Malone,145.038,0.341,-5.804,0.578,10,21
613,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,143.01,0.367,-5.144,0.578,4,22
614,Youngblood,5 Seconds Of Summer,120.274,0.152,-5.114,0.854,7,23
615,Shallow,Lady Gaga & Bradley Cooper,95.799,0.323,-6.362,0.385,7,24
616,Leave Me Alone,Flipp Dinero,150.024,0.742,-2.806,0.743,7,25
617,Dancing With A Stranger,Sam Smith & Normani,102.998,0.347,-7.513,0.52,8,26
618,Mo Bamba,Sheck Wes,146.034,0.261,-5.266,0.625,4,27
619,Alone,Marshmello,141.99,0.422,-3.739,0.953,2,28
620,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",95.881,0.617,-4.167,0.801,8,29
621,Sweet But Psycho,Ava Max,133.002,0.628,-4.724,0.704,1,30
622,Tequila,Dan + Shay,86.016,0.494,-5.731,0.581,11,31
623,Look Back At It,A Boogie Wit da Hoodie,96.057,0.536,-5.075,0.587,3,32
624,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,144.111,0.492,-5.029,0.758,1,33
625,Lucid Dreams,Juice WRLD,83.903,0.218,-7.23,0.566,6,34
626,Breathin,Ariana Grande,100.049,0.364,-5.413,0.656,8,35
627,Beautiful Crazy,Luke Combs,103.313,0.382,-7.431,0.402,11,36
628,You Say,Lauren Daigle,147.892,0.0791,-6.89,0.632,5,37
629,Trip,Ella Mai,79.882,0.358,-5.628,0.61,11,38
630,I Like It,"Cardi B, Bad Bunny & J Balvin",136.048,0.65,-3.998,0.726,5,39
631,Baby Shark,Pinkfong,115.062,0.52,-3.651,0.84,7,40
632,Love Lies,Khalid & Normani,143.955,0.338,-5.626,0.648,6,41
633,This Is It,Scotty McCreery,156.042,0.602,-6.788,0.511,8,42
634,Be Alright,Dean Lewis,126.684,0.443,-6.319,0.586,11,43
635,Speechless,Dan + Shay,135.929,0.386,-5.968,0.438,1,44
636,Envy Me,Calboy,149.042,0.584,-7.664,0.488,1,45
637,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,93.023,0.434,-5.239,0.662,9,46
638,Beautiful,Bazzi Featuring Camila Cabello,100.027,0.249,-4.722,0.717,2,47
639,Backin' It Up,Pardison Fontaine Featuring Cardi B,164.932,0.565,-4.853,0.68,10,48
640,Lost In The Fire,Gesaffelstein & The Weeknd,100.966,0.166,-12.21,0.671,2,49
641,Twerk,City Girls Featuring Cardi B,190.077,0.481,-4.006,0.842,4,50
642,Girl Like You,Jason Aldean,144.057,0.483,-4.204,0.88,3,51
643,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,105.049,0.449,-7.906,0.571,1,52
644,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,114.066,0.244,-5.844,0.794,7,53
645,Undecided,Chris Brown,96.37,0.589,-5.318,0.527,3,54
646,Sixteen,Thomas Rhett,107.013,0.425,-7.031,0.531,1,55
647,One Call,Gunna,146.992,0.188,-7.309,0.481,2,56
648,Pure Cocaine,Lil Baby,127.05,0.107,-6.071,0.487,10,57
649,Take It From Me,Jordan Davis,99.983,0.674,-3.144,0.891,10,58
650,Put A Date On It,Yo Gotti Featuring Lil Baby,129.93,0.579,-5.696,0.659,4,59
651,Burning Man,Dierks Bentley Featuring Brothers Osborne,119.073,0.492,-7.221,0.807,5,60
652,When The Party's Over,Billie Eilish,82.642,0.198,-14.084,0.111,4,61
653,Armed And Dangerous,Juice WRLD,130.032,0.845,-6.702,0.67,10,62
654,What Makes You Country,Luke Bryan,159.983,0.752,-1.721,0.948,0,63
655,Pure Water,Mustard & Migos,202.015,0.137,-5.545,0.559,0,64
656,Uproar,Lil Wayne,99.075,0.884,-2.188,0.87,1,65
657,Lovely,Billie Eilish & Khalid,115.284,0.12,-10.109,0.296,4,66
658,Calling My Spirit,Kodak Black,119.985,0.74,-9.954,0.366,1,67
659,Ella Quiere Beber,Anuel AA & Romeo Santos,95.239,0.697,-3.083,0.665,8,68
660,Millionaire,Chris Stapleton,142.689,0.493,-9.608,0.474,10,69
661,You,Jacquees,115.002,0.335,-8.264,0.453,8,70
662,Good Girl,Dustin Lynch,80.512,0.694,-5.05,0.696,7,71
663,Love Someone,Lukas Graham,172.065,0.274,-6.557,0.415,9,72
664,Murder On My Mind,YNW Melly,115.007,0.74,-7.985,0.73,0,73
665,Down To The Honkytonk,Jake Owen,82.021,0.937,-4.12,0.808,3,74
